sample_id,t_AlGaN_nm,x_AlGaN,N_AlGaN_cm3,t_pGaN_nm,N_pGaN_cm3,Lgd_um,group
000297,12.515035,0.25654546,1.6731795e+16,43.642592,2.9708912e+17,2.0334551,base_800
000298,17.937286,0.28345668,4.7629233e+15,62.539639,3.4607329e+17,1.6451661,base_800
000299,16.399841,0.32623605,1.1755426e+16,53.383002,3.075111e+17,3.0031366,base_800
000300,18.064109,0.20407463,1.1338274e+16,65.600232,2.9032076e+17,2.3545619,base_800
000301,21.01878,0.32187258,2.8227496e+15,77.203748,1.3677502e+17,3.6954264,base_800
000302,17.368291,0.29440186,4.6836329e+16,85.257963,8.0038667e+16,3.1149607,base_800
000303,11.564002,0.26503011,1.3448303e+15,44.837819,6.9977902e+16,3.0808918,base_800
000304,15.358982,0.19528054,2.4799653e+15,53.558115,3.0315862e+17,1.9117561,base_800
000305,10.432712,0.29111208,1.4853403e+15,83.225162,3.3033195e+17,1.8504442,base_800
000306,13.04273,0.25993522,1.5932422e+15,37.781432,1.5527603e+17,3.1880909,base_800
000307,17.886313,0.19936398,6.8928737e+15,68.313838,2.2533998e+17,3.8914149,base_800
000308,10.347332,0.2420675,8.9076451e+15,66.686808,2.1300516e+17,2.0219343,base_800
000309,12.363825,0.18008411,7.8368451e+15,81.404106,2.9561619e+17,3.1216754,base_800
000310,14.035117,0.32569623,6.2172623e+15,47.977133,3.189685e+17,3.8983193,base_800
000311,18.11229,0.29001864,4.7074875e+16,51.991294,1.2147192e+17,2.1954835,base_800
000312,17.584641,0.32965124,1.9755093e+16,89.950801,2.4563265e+17,1.6706111,base_800
000313,12.178177,0.19198751,6.2565336e+15,80.900908,1.9933008e+17,3.8267769,base_800
000314,10.842567,0.18152085,1.3411081e+16,36.169205,1.0420703e+17,2.9646712,base_800
000315,20.579614,0.22407373,9.2516249e+15,71.105386,3.3811717e+17,3.9630331,base_800
000316,12.641454,0.18940783,6.5840638e+15,81.095077,2.4862867e+17,1.8892908,base_800
000317,18.938205,0.28600271,1.016737e+15,60.36965,7.4044973e+16,3.8687262,base_800
000318,17.592035,0.18454511,4.5440204e+15,77.042049,1.2236584e+17,2.364662,base_800
000319,17.457476,0.21294729,1.9523146e+16,88.254299,2.7895619e+17,2.2713734,base_800
000320,14.918962,0.26985666,3.7239704e+16,52.667004,6.9592094e+16,3.1863001,base_800
000321,17.289301,0.26362674,2.3683573e+15,84.95275,1.9626389e+17,2.2131358,base_800
000322,14.894983,0.19247682,2.418642e+15,52.532117,3.6278716e+17,3.0100946,base_800
000323,14.663484,0.24715089,7.2591511e+15,64.243501,1.8005223e+17,2.2494668,base_800
000324,13.730075,0.2325808,1.8787953e+16,35.219324,3.9387602e+17,2.377817,base_800
000325,18.164679,0.21226617,6.7687885e+15,62.6858,3.9628728e+17,1.9816368,base_800
000326,19.870804,0.28933366,5.1170008e+15,57.924968,5.5594601e+16,3.7473209,base_800
000327,15.439093,0.30022563,1.3493332e+16,86.224615,3.0005307e+17,3.4006145,base_800
000328,17.116302,0.2784593,1.5351801e+16,70.583351,1.7578736e+17,1.7056964,base_800
000329,18.867728,0.28320166,3.8176499e+16,89.560226,3.1594612e+17,3.9085929,base_800
000330,19.542692,0.32788363,4.3579982e+16,59.86287,2.0142214e+17,3.1031906,base_800
000331,17.446065,0.28201195,1.362842e+16,50.814021,2.1971612e+17,3.8342053,base_800
000332,15.834105,0.31537671,2.5768058e+15,54.417349,3.8685798e+17,2.7802424,base_800
000333,18.591007,0.21818157,2.566787e+15,63.981262,1.2258361e+17,3.3420861,base_800
000334,21.239718,0.23119698,2.1473772e+16,69.86987,2.3331054e+17,1.8105292,base_800
000335,18.796971,0.18618531,4.1515064e+15,50.969395,1.7360057e+17,3.7002149,base_800
000336,14.350053,0.27036638,1.6519631e+16,41.342859,6.1480959e+16,3.42812,base_800
000337,16.934076,0.27377504,7.298156e+15,72.455294,3.3923984e+17,3.467227,base_800
000338,15.910006,0.32854509,1.5293792e+16,87.606173,3.5316815e+17,3.2398478,base_800
000339,12.841729,0.24549632,1.992204e+15,70.10108,9.2620744e+16,2.6389027,base_800
000340,20.434376,0.18018848,4.8958685e+15,51.027346,2.3617229e+17,2.6356877,base_800
000341,20.469005,0.23576136,3.6868651e+15,84.600621,1.7597364e+17,3.0540331,base_800
000342,16.525753,0.21141638,2.3369039e+16,75.861932,1.7300202e+17,2.0563227,base_800
000343,13.22436,0.27952663,2.2416438e+15,39.825979,1.3756716e+17,1.6282742,base_800
000344,12.883747,0.22362844,5.0844614e+15,37.977951,8.8193754e+16,3.3027772,base_800
000345,16.638932,0.28364359,5.8972641e+15,86.780498,1.1567669e+17,2.8978475,base_800
000346,16.889119,0.29983764,1.1197003e+15,50.362555,8.9257658e+16,2.7564532,base_800
000347,21.618284,0.2509308,3.110085e+15,58.150439,6.4064948e+16,3.397501,base_800
000348,17.328192,0.21868178,3.2485622e+15,66.589819,1.131961e+17,3.1333153,base_800
000349,21.740749,0.18882081,2.6697847e+16,40.051268,1.4879585e+17,3.5014419,base_800
000350,11.093146,0.32122985,8.5822614e+15,35.565758,1.2513974e+17,2.5857935,base_800
000351,10.533281,0.18717256,3.6556946e+15,83.132515,2.0664141e+17,3.2120359,base_800
000352,17.509334,0.22346338,1.6736815e+15,69.191862,8.7676683e+16,1.5727623,base_800
000353,19.346793,0.21601039,5.3396521e+15,35.359897,1.1128121e+17,3.336316,base_800
000354,21.997308,0.26759541,1.1105873e+15,39.71318,1.6183305e+17,2.5152185,base_800
000355,11.09972,0.30528835,1.7915706e+15,39.447163,1.4695103e+17,1.5267013,base_800
000356,15.452671,0.29693838,2.5285557e+15,81.559051,3.5658708e+17,2.0128759,base_800
000357,10.048348,0.31497048,3.9280278e+16,71.411594,2.3374249e+17,2.5202938,base_800
000358,20.601234,0.23533478,1.1734251e+15,40.405857,9.0611063e+16,2.6924767,base_800
000359,16.567725,0.19366234,3.7289365e+16,80.819727,9.594595e+16,1.8014792,base_800
000360,18.519412,0.29278198,4.6408611e+16,85.455392,2.8055815e+17,2.5578846,base_800
000361,20.993741,0.28013583,1.7360937e+15,68.228203,2.1131239e+17,2.1595645,base_800
000362,12.086926,0.24505279,1.1033127e+15,66.182971,2.7095866e+17,3.3105441,base_800
000363,19.084689,0.31111075,8.2633532e+15,41.62366,5.6915228e+16,3.5649333,base_800
000364,19.056372,0.21077604,3.3569519e+15,64.496133,2.087711e+17,2.5538374,base_800
000365,12.041038,0.32558916,1.4309883e+16,86.669086,2.0113659e+17,2.5970371,base_800
000366,15.327679,0.19389834,9.5883162e+15,67.132481,3.5937342e+17,3.6162136,base_800
000367,15.811307,0.20391177,6.056807e+15,71.831333,1.9918238e+17,2.2249541,base_800
000368,20.298907,0.19261,9.371252e+15,73.517563,1.2433885e+17,2.0882986,base_800
000369,10.197983,0.24735138,1.5634041e+15,82.777066,7.5511257e+16,3.7233587,base_800
000370,14.28858,0.28121558,1.488006e+15,70.355805,8.8869588e+16,2.6198796,base_800
000371,17.344049,0.24295803,4.1859302e+16,60.700955,1.8602246e+17,1.9485656,base_800
000372,15.187965,0.20660934,7.8010169e+15,65.741982,2.3788446e+17,2.3499469,base_800
000373,20.974773,0.27043161,3.6195297e+15,48.426848,5.8597159e+16,1.6945239,base_800
000374,14.772318,0.28154593,1.755753e+16,86.129803,1.5020653e+17,2.7696921,base_800
000375,18.862764,0.2696739,5.5612002e+15,63.155456,3.0257935e+17,3.2615453,base_800
000376,13.289451,0.18910238,4.6651077e+15,57.033694,2.1411977e+17,3.4711286,base_800
000377,11.738058,0.24508311,2.749768e+16,48.831714,2.8158533e+17,2.6624315,base_800
000378,19.713611,0.22940592,1.6024891e+16,67.852152,3.8214667e+17,2.1429754,base_800
000379,12.133976,0.20554908,1.268264e+16,70.522076,8.3717969e+16,3.0210456,base_800
000380,21.348139,0.26229743,1.5594113e+16,78.729662,1.7665385e+17,2.2298048,base_800
000381,12.822853,0.20776646,9.2911996e+15,67.228633,6.5942434e+16,1.5031497,base_800
000382,16.176267,0.32011262,2.7030256e+15,74.703712,2.1557925e+17,2.8206851,base_800
000383,19.392777,0.31800321,1.4424172e+16,73.985829,1.9329896e+17,3.6392278,base_800
000384,17.215088,0.21108569,2.4416812e+16,38.879146,1.3738284e+17,2.0697418,base_800
000385,11.723689,0.26437181,3.2776998e+16,83.878678,6.8678729e+16,1.5907122,base_800
000386,20.37181,0.26474796,3.2004097e+15,54.689712,1.9708809e+17,2.4759474,base_800
000387,17.998269,0.30999935,2.525505e+16,59.752187,1.9309418e+17,3.1788892,base_800
000388,11.188699,0.20683549,1.0910113e+16,84.478684,2.6669637e+17,3.9148311,base_800
000389,11.626806,0.23106617,7.659413e+15,36.868822,2.5756104e+17,2.9237076,base_800
000390,13.898999,0.30308989,2.6586562e+16,88.040462,2.297624e+17,2.0753583,base_800
000391,14.433275,0.23470583,1.749292e+15,48.003121,2.9486025e+17,1.8839701,base_800
000392,17.737479,0.32663117,2.6656078e+15,64.82996,2.8558323e+17,2.0037169,base_800
000393,12.710936,0.31605334,2.4975353e+15,45.319645,5.4919818e+16,2.8456099,base_800
000394,12.388303,0.31767651,2.6107061e+16,80.142415,1.3443597e+17,2.592628,base_800
000395,14.618485,0.27174503,5.1336191e+15,85.886275,2.7233101e+17,2.0909051,base_800
000396,21.254849,0.32032442,3.2650647e+15,53.012124,3.1076899e+17,3.9535633,base_800
000397,17.869776,0.32279113,3.8649582e+15,56.544722,7.2724406e+16,2.1873859,base_800
000398,20.80137,0.28163349,3.8990147e+15,76.659002,1.1766837e+17,3.4415609,base_800
000399,13.248337,0.24071545,2.4833969e+16,55.554164,5.3345651e+16,2.0388882,base_800
000400,15.766036,0.27669446,1.1886953e+16,76.524337,1.6052476e+17,2.71044,base_800
000401,16.405083,0.2886274,1.0961308e+15,47.129905,5.935982e+16,3.6141703,base_800
000402,12.7251,0.21357633,1.4105001e+16,60.246425,1.0661003e+17,3.2453411,base_800
000403,21.324822,0.24607695,1.3222207e+16,67.595787,1.3253143e+17,2.8105748,base_800
000404,21.863828,0.23657906,4.6474323e+16,45.672018,1.3227517e+17,2.8229363,base_800
000405,15.147897,0.25086992,2.8144724e+16,80.2796,7.7148695e+16,2.3323207,base_800
000406,19.280543,0.29025293,1.4052862e+16,62.95031,9.1305897e+16,3.7359452,base_800
000407,16.129494,0.20280096,1.0528463e+16,55.053578,1.1448585e+17,2.1005287,base_800
000408,14.306384,0.28507043,1.0773376e+15,45.582797,2.5362896e+17,3.3601056,base_800
000409,20.624329,0.19125821,1.4869598e+16,46.162033,5.3032618e+16,2.767006,base_800
000410,10.462107,0.22207811,3.550138e+15,84.079552,1.5459408e+17,3.1535764,base_800
000411,14.267328,0.18839466,2.3543447e+16,76.131467,3.8607096e+17,3.558393,base_800
000412,10.993436,0.28498252,4.1410099e+16,77.259698,1.82741e+17,2.9970069,base_800
000413,12.856328,0.20519756,6.1921818e+15,50.68546,2.9260085e+17,3.8749854,base_800
000414,15.674709,0.27106007,1.2124569e+15,55.315619,7.1475277e+16,3.2426408,base_800
000415,15.719505,0.26530098,2.8859503e+16,85.6062,2.6502095e+17,2.4318037,base_800
000416,10.740472,0.20856514,1.8063269e+16,48.736028,9.1594312e+16,3.6879907,base_800
000417,18.036503,0.20373261,1.929032e+15,45.312226,3.0608221e+17,3.0144498,base_800
000418,20.675496,0.32528777,1.6363878e+15,85.356191,3.399005e+17,3.2933224,base_800
000419,10.649341,0.30126086,3.8520134e+15,50.948098,3.2538104e+17,3.6909711,base_800
000420,18.727776,0.25054216,1.4216239e+15,40.234245,9.2246863e+16,1.5987266,base_800
000421,20.390311,0.18983712,2.0218629e+15,64.837952,5.5684523e+16,3.2647364,base_800
000422,19.944909,0.22084223,2.5449174e+16,40.18523,3.4851865e+17,1.6621698,base_800
000423,18.883182,0.3043345,4.5650806e+15,61.621093,6.1339969e+16,3.3091734,base_800
000424,11.173973,0.32641862,3.6799959e+16,35.012566,7.6794467e+16,2.5766654,base_800
000425,12.869178,0.22230731,3.3895862e+16,63.531033,5.7552591e+16,3.9727942,base_800
000426,11.954613,0.2966198,2.274809e+16,57.403402,1.098179e+17,3.9182993,base_800
000427,21.808656,0.26572365,3.9782952e+15,61.542858,8.2241966e+16,1.8753823,base_800
000428,16.451599,0.18396442,1.0502871e+16,85.145773,8.4413707e+16,2.4367749,base_800
000429,17.256302,0.25258535,3.8357239e+16,39.936253,5.875872e+16,3.7946795,base_800
000430,12.401065,0.29902608,2.9181437e+16,85.524086,1.5347333e+17,3.7169756,base_800
000431,10.729535,0.23202574,2.4567958e+15,87.339929,1.2364829e+17,1.6007542,base_800
000432,20.920603,0.27620285,3.0606717e+15,84.313991,1.6493078e+17,1.9413526,base_800
000433,18.042517,0.25911282,1.1107796e+16,80.34725,5.1808203e+16,1.6978995,base_800
000434,13.067285,0.23222563,3.3251078e+15,71.077916,7.7578766e+16,3.3509907,base_800
000435,21.872624,0.2543839,1.042044e+16,88.943219,5.6664418e+16,1.6347648,base_800
000436,16.355445,0.27741518,6.2643542e+15,52.410943,1.2313743e+17,3.14962,base_800
000437,12.606769,0.19096081,5.4775174e+15,46.545521,2.6136136e+17,3.5406553,base_800
000438,13.176761,0.23512295,1.4002701e+15,77.702809,3.0444185e+17,3.3299499,base_800
000439,17.691418,0.19083304,2.4635801e+15,63.828487,6.9434395e+16,3.0612053,base_800
000440,17.553466,0.2756714,8.2089279e+15,62.126689,5.536619e+16,3.1922983,base_800
000441,18.38174,0.23285296,4.3992143e+16,72.569894,8.7084696e+16,2.4990843,base_800
000442,18.915105,0.26840912,2.0323177e+16,78.667116,2.1503384e+17,2.5006534,base_800
000443,19.971467,0.25367899,1.7646792e+16,59.090674,1.0682402e+17,3.7701881,base_800
000444,15.548884,0.25411643,6.3739279e+15,72.932837,2.1227093e+17,3.4375267,base_800
000445,20.099581,0.25128886,5.9311107e+15,81.215556,1.9014322e+17,1.9140774,base_800
000446,21.279553,0.28255023,1.2041945e+16,37.470851,5.0300826e+16,3.8752392,base_800
000447,14.996621,0.22388868,7.1423282e+15,69.77114,1.0858204e+17,2.7126701,base_800
000448,18.83543,0.25486058,1.2785234e+16,77.807357,6.6319868e+16,3.2484331,base_800
000449,16.543738,0.27759478,1.3483005e+16,41.194121,1.0895049e+17,2.9401834,base_800
000450,10.872451,0.29807895,1.0129796e+15,50.628294,1.2097439e+17,3.026036,base_800
000451,15.391518,0.27360359,1.527615e+15,63.89155,2.5304481e+17,1.5962394,base_800
000452,19.121396,0.20156902,2.9240464e+15,38.428002,2.6942716e+17,1.8200269,base_800
000453,19.752765,0.20630355,2.1989661e+15,70.831846,1.4964895e+17,2.9555789,base_800
000454,13.314531,0.18316972,2.1245318e+16,69.412685,3.2879878e+17,3.8070285,base_800
000455,19.908443,0.31240674,2.4867722e+15,71.56979,3.2478559e+17,3.0439804,base_800
000456,13.873978,0.20102677,1.1516116e+16,56.002289,2.5183259e+17,3.2949872,base_800
000457,21.549597,0.30784495,2.4499325e+16,55.868124,1.520292e+17,2.2199166,base_800
000458,12.264927,0.32434837,1.4674242e+15,39.039213,2.9366273e+17,1.6758892,base_800
000459,17.743784,0.18283329,4.3261329e+15,52.145729,1.9526996e+17,3.7131427,base_800
000460,21.969014,0.23420129,5.687515e+15,64.425013,1.5860603e+17,3.4512619,base_800
000461,12.93792,0.18801243,2.1527979e+15,86.193592,6.5636475e+16,3.6068881,base_800
000462,12.49357,0.27241783,5.2140908e+15,89.66228,5.6581796e+16,1.817505,base_800
000463,19.188723,0.27215672,1.1945285e+16,61.048717,7.9538163e+16,3.7437733,base_800
000464,14.210764,0.29338716,2.2804903e+15,37.734593,5.902621e+16,2.6277619,base_800
000465,14.498247,0.26073265,2.7783947e+16,58.516855,6.0884509e+16,1.7975395,base_800
000466,20.997722,0.29549035,3.3726437e+15,80.659218,1.9578067e+17,2.0981477,base_800
000467,14.798948,0.21987351,2.2094134e+15,72.850067,1.3016547e+17,1.7834723,base_800
000468,19.589115,0.22710898,1.1810318e+16,75.094923,2.1198792e+17,1.7744494,base_800
000469,18.814155,0.24565339,9.504534e+15,76.267715,3.268208e+17,2.1896097,base_800
000470,18.420559,0.21921912,1.1916509e+15,87.122442,3.1787774e+17,3.0892328,base_800
000471,20.151101,0.22749191,4.7159791e+15,73.793651,2.4415863e+17,1.9613935,base_800
000472,19.765771,0.32698664,1.2190077e+16,62.735611,9.5501589e+16,2.5476863,base_800
000473,12.472895,0.29935545,1.2840066e+15,73.977481,1.920407e+17,2.9856834,base_800
000474,10.615687,0.30335053,1.8029302e+15,50.270087,1.2863793e+17,2.3398522,base_800
000475,16.901162,0.31269756,5.1688208e+15,89.610264,8.0450634e+16,2.1668971,base_800
000476,21.568589,0.31799578,1.0858329e+16,50.129707,8.9987941e+16,3.197899,base_800
000477,13.417791,0.28749344,1.3785204e+15,68.808008,3.688062e+17,2.7393092,base_800
000478,21.840754,0.19297333,1.5631727e+16,59.470724,9.6577069e+16,3.4930812,base_800
000479,15.465778,0.30375288,2.2888755e+15,63.628349,1.7149746e+17,3.9322722,base_800
000480,13.776278,0.2818771,1.9382339e+16,42.30985,1.6479469e+17,1.5028413,base_800
000481,18.676534,0.21444002,4.1540896e+16,70.285409,5.8353657e+16,2.2859698,base_800
000482,15.273043,0.2632429,6.1615121e+15,37.304894,1.8838295e+17,2.8051866,base_800
000483,13.272322,0.30134822,1.6425314e+15,48.527654,9.30773e+16,1.7717915,base_800
000484,19.386433,0.23949361,1.2819511e+15,51.964102,1.2808714e+17,1.5110243,base_800
000485,16.509369,0.22321555,1.8785437e+15,40.602205,6.2045182e+16,3.0911829,base_800
000486,13.685743,0.31403376,1.1821235e+15,74.868391,2.2696067e+17,2.6170831,base_800
000487,10.475946,0.21028289,1.1618958e+16,88.199263,2.0782085e+17,2.134753,base_800
000488,17.839752,0.30430539,3.4227363e+16,76.754748,5.2473923e+16,3.0349508,base_800
000489,21.787521,0.19345891,1.2025071e+15,43.411124,6.376065e+16,2.9880071,base_800
000490,13.513528,0.20764596,1.1159065e+16,85.855164,6.7902028e+16,1.8355358,base_800
000491,12.311815,0.22692515,2.3576493e+16,55.773082,1.8063527e+17,3.2541307,base_800
000492,13.999175,0.19608772,3.1763039e+15,75.596183,6.1030247e+16,3.9690641,base_800
000493,15.067249,0.23331861,3.9586869e+15,51.231201,6.4298377e+16,3.285061,base_800
000494,16.659251,0.19661296,2.4111435e+16,53.7512,5.3653326e+16,2.8018737,base_800
000495,21.034522,0.26931068,6.5681864e+15,45.614302,8.9919371e+16,2.0501406,base_800
000496,16.018206,0.24200401,8.3964545e+15,82.82057,1.4447093e+17,2.7752056,base_800
000497,15.591129,0.26828006,1.1437319e+15,82.141041,1.1644447e+17,3.6983695,base_800
000498,19.831011,0.24672615,8.4393011e+15,71.001309,1.1991603e+17,2.4177258,base_800
000499,14.721702,0.31322665,4.1433892e+15,54.579614,1.707549e+17,3.5462825,base_800
000500,21.559133,0.24106384,7.4138711e+15,46.472374,1.5563089e+17,3.5072284,base_800
000501,11.69768,0.28531551,5.3662491e+15,38.736088,3.1709834e+17,3.8600539,base_800
000502,13.858197,0.31677897,1.5713462e+15,63.015948,6.1111809e+16,2.8936242,base_800
000503,19.138324,0.22060568,1.3340327e+15,60.134333,3.143926e+17,2.6638244,base_800
000504,10.834137,0.2168105,1.6257728e+15,63.794298,2.2704269e+17,2.9811346,base_800
000505,14.553738,0.23525257,1.8882725e+15,49.288204,3.9119358e+17,2.9027663,base_800
000506,13.935543,0.30049626,3.5869471e+16,38.593522,1.3336873e+17,2.703462,base_800
000507,12.78009,0.23719599,4.676523e+15,89.873592,2.6237495e+17,3.5149067,base_800
000508,15.979821,0.30095484,1.7417316e+15,39.524726,2.6338809e+17,2.672389,base_800
000509,13.449412,0.21718988,4.608765e+16,86.573493,1.6425158e+17,1.9925585,base_800
000510,17.814999,0.22899613,1.4965514e+15,78.626333,3.354877e+17,2.4396782,base_800
000511,10.98664,0.2071599,2.0338136e+15,59.487281,1.9412192e+17,3.6505834,base_800
000512,11.744477,0.25168445,4.3707082e+16,54.908699,1.0088741e+17,2.4667432,base_800
000513,16.471377,0.21518246,2.8857045e+15,47.013988,1.008547e+17,2.3066864,base_800
000514,21.424381,0.20238429,5.598965e+15,67.479858,2.2426019e+17,3.3327039,base_800
000515,10.80905,0.23856149,1.6925707e+16,82.292272,1.5708706e+17,2.0288915,base_800
000516,21.164323,0.22593288,4.6204619e+15,59.694424,1.3049155e+17,2.85373,base_800
000517,17.904244,0.20260636,1.5339899e+15,42.95029,1.054636e+17,2.1050452,base_800
000518,10.243307,0.2792832,7.1882219e+15,68.460472,1.8889829e+17,1.7575732,base_800
000519,14.969002,0.2057363,3.7938881e+16,88.464089,7.0242746e+16,3.3690076,base_800
000520,13.659021,0.31504339,1.2329276e+15,37.089854,5.6251594e+16,3.2359644,base_800
000521,15.493821,0.23709376,1.8606928e+15,69.35749,3.4084952e+17,1.7941189,base_800
000522,21.286063,0.21309857,2.0275236e+15,66.944155,6.8155859e+16,1.8734025,base_800
000523,19.47287,0.30258032,1.057293e+15,57.862235,3.4963438e+17,3.7840031,base_800
000524,10.391391,0.24756095,6.4781022e+15,82.422115,7.3024341e+16,2.0185506,base_800
000525,11.687509,0.28791458,4.4500715e+15,47.892228,1.5824587e+17,2.2929349,base_800
000526,12.676354,0.27984623,2.0526033e+15,80.937648,3.757721e+17,2.3133733,base_800
000527,19.614614,0.25522539,4.5829795e+16,60.638828,2.3734044e+17,1.9705375,base_800
000528,12.009204,0.31532009,7.0730607e+15,53.15646,3.4675778e+17,2.9573173,base_800
000529,12.223017,0.24009981,1.974685e+15,45.159252,1.7403176e+17,2.3351918,base_800
000530,14.24896,0.27396622,2.2097192e+16,50.810418,1.2353403e+17,1.974363,base_800
000531,10.034125,0.23042723,2.1942726e+15,51.294762,1.8537252e+17,3.9002287,base_800
000532,12.274748,0.30276081,1.075805e+16,68.072471,1.9107161e+17,2.6585545,base_800
000533,21.056369,0.30936277,1.1654165e+15,72.135153,7.8540608e+16,3.9975521,base_800
000534,13.578918,0.21784611,7.2177644e+15,77.448069,2.3898233e+17,3.0304378,base_800
000535,13.323688,0.30374194,1.9092426e+16,89.489744,8.0463155e+16,3.5178061,base_800
000536,13.186825,0.25017122,8.9549852e+15,41.852972,5.5885395e+16,2.2876421,base_800
000537,20.909043,0.32999784,4.100412e+15,67.97483,7.1087029e+16,3.407196,base_800
000538,13.153978,0.31953599,1.544406e+15,89.118958,1.3393914e+17,3.2155262,base_800
000539,11.933181,0.31233656,2.3058783e+16,44.224003,1.4323277e+17,1.6864764,base_800
000540,13.7395,0.23351261,4.2569845e+15,84.80942,1.1170742e+17,3.7501999,base_800
000541,15.118414,0.21955155,1.7007053e+15,40.521706,1.3792635e+17,3.0648923,base_800
000542,10.768143,0.22107102,1.2354875e+16,48.948149,1.9135912e+17,3.1306546,base_800
000543,10.325472,0.18090656,2.2586774e+16,58.417639,3.0527418e+17,2.6146255,base_800
000544,13.265776,0.32150326,2.2485393e+16,75.815796,5.0713259e+16,2.3169749,base_800
000545,11.401332,0.26249947,1.2556583e+15,60.067898,5.6493604e+16,2.8961074,base_800
000546,18.999221,0.26633605,1.3687923e+15,66.355308,1.2816682e+17,2.1197501,base_800
000547,11.879862,0.21792199,1.0331161e+15,47.602416,2.8376192e+17,2.0193117,base_800
000548,19.640461,0.18545019,1.4519296e+16,62.615121,9.3475489e+16,2.7336378,base_800
000549,14.239514,0.30832761,1.8140513e+15,64.989769,2.8164317e+17,3.9656815,base_800
000550,21.110052,0.32497714,3.007727e+16,81.764064,2.7199542e+17,1.6238343,base_800
000551,10.938354,0.32475798,1.0874071e+15,38.793894,5.8579642e+16,2.8062831,base_800
000552,19.887238,0.21528412,4.857222e+15,61.963277,6.4428636e+16,1.7277766,base_800
000553,15.649964,0.2577595,8.7375458e+15,42.478264,6.0731958e+16,3.9476322,base_800
000554,21.804704,0.32834296,7.5897043e+15,73.42479,9.896866e+16,3.0657622,base_800
000555,15.575791,0.26881299,9.5443341e+15,88.315176,3.2012679e+17,2.7300611,base_800
000556,13.623755,0.26191542,6.9740143e+15,82.624514,1.386375e+17,2.6957072,base_800
000557,16.834565,0.24348441,7.7155529e+15,44.174707,8.8093066e+16,3.8224483,base_800
000558,20.740598,0.21060018,3.6363712e+15,38.524321,1.4405031e+17,3.8585075,base_800
000559,13.338133,0.21352938,3.1251269e+15,78.153587,1.1837458e+17,2.7960999,base_800
000560,19.116894,0.27901705,1.4223774e+15,73.061584,2.5597868e+17,3.6236547,base_800
000561,10.509597,0.22677496,3.630964e+16,82.329394,1.7442038e+17,3.7896885,base_800
000562,14.302692,0.21156917,3.870501e+16,76.589909,5.13224e+16,3.1028458,base_800
000563,16.262127,0.30595791,2.8578626e+16,40.000775,6.2789793e+16,3.8889092,base_800
000564,21.90796,0.28880168,1.4481612e+15,47.091564,1.6932993e+17,3.9367146,base_800
000565,11.525811,0.18442778,1.5489155e+15,52.224844,1.3379446e+17,3.835124,base_800
000566,16.367416,0.20208347,1.2099228e+15,54.984989,9.6932398e+16,1.9955527,base_800
000567,21.213251,0.29499384,2.0561496e+16,44.964405,1.6585802e+17,2.1260132,base_800
000568,16.446551,0.30628756,9.969083e+15,54.068529,3.4888646e+17,3.0006856,base_800
000569,18.306587,0.19289124,1.1264969e+15,87.253528,2.4188875e+17,1.9364516,base_800
000570,15.69772,0.3047773,4.1190118e+16,73.651298,1.0831956e+17,2.5677437,base_800
000571,16.968102,0.26695062,1.4354683e+15,84.175907,3.7868922e+17,1.7296133,base_800
000572,15.9637,0.30090884,8.8483153e+15,73.204036,7.3673978e+16,3.634701,base_800
000573,12.081488,0.19857044,1.728722e+16,49.541767,3.2999556e+17,3.5774542,base_800
000574,18.260359,0.27132415,2.7970013e+15,42.217332,8.0762918e+16,2.4063467,base_800
000575,20.900084,0.28926094,4.8200448e+16,71.186543,1.5242819e+17,2.9528391,base_800
000576,21.134947,0.32439288,8.3694722e+15,84.14069,8.2693413e+16,2.4803682,base_800
000577,11.779135,0.31437529,4.7178827e+16,36.09696,1.0609925e+17,2.9831753,base_800
000578,17.560407,0.21959141,2.8725632e+15,43.07275,8.8674865e+16,2.7166675,base_800
000579,14.668151,0.26751699,1.3883024e+15,54.316913,8.6706495e+16,2.3248669,base_800
000580,10.582926,0.24594197,1.0354844e+15,46.071167,1.575265e+17,3.6856589,base_800
000581,10.691515,0.2399678,3.5572488e+16,82.067423,2.6009103e+17,3.2695885,base_800
000582,12.158086,0.24688797,1.4755469e+16,54.227085,1.3825364e+17,1.9881013,base_800
000583,11.787293,0.20727226,2.3186078e+15,84.681919,2.3180858e+17,3.2194039,base_800
000584,16.282746,0.20219369,1.6149731e+15,66.023867,1.0742809e+17,2.4602535,base_800
000585,21.488915,0.29599237,1.5125023e+15,57.453659,1.015167e+17,1.7671548,base_800
000586,17.138573,0.25986823,1.832834e+16,72.489727,8.3161875e+16,2.8669406,base_800
000587,10.972643,0.32353122,1.9198137e+16,54.457286,8.6028965e+16,3.7543726,base_800
000588,13.397543,0.20018203,2.6282687e+15,55.196742,3.4299261e+17,1.5648127,base_800
000589,15.037879,0.27268331,4.4126672e+15,48.59861,6.8566177e+16,3.6720545,base_800
000590,18.614051,0.18476561,1.2458488e+15,49.142902,1.8632051e+17,1.9970402,base_800
000591,10.380049,0.24633281,1.1444811e+16,57.561024,2.7302573e+17,2.885349,base_800
000592,17.235276,0.20897666,1.9554061e+16,87.544854,1.5908409e+17,3.1159718,base_800
000593,21.626398,0.32957918,1.2727516e+16,76.043475,2.0257397e+17,2.8524669,base_800
000594,11.663138,0.26890965,2.5804885e+16,80.776922,5.191484e+16,2.9103396,base_800
